"Video Explanation","FFF-Video","Exercise Name","Exercise Description","Repetitions","Sets","Load","Recovery Time","Type","Muscle Group","ID","Created Date","Updated Date","Owner"
,,"Countermovement Squats","Start in a shoulder-width squat stance. Lower as normal until your upper legs sit 90 degrees parallel to the floor. Push upwards one inch, drop one inch and then push up through the entire squat motion back to upright in one fast simultaneous set of movements. Use the small countermovement to overcome the inertia and perform the upward portion of the squat at maximum speed.","4","4","60kg","Full",,,"cdeebb84-6260-4760-bf7b-c01209a4d251",2025-03-13T21:22:28Z,2025-03-13T21:22:29Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Backward Pogos","Stand tall with your core engaged, bouncing backward on the balls of your feet with quick, reactive contacts. Keep your knees slightly bent and ensure minimal ground contact time.","20 (10 each side)","3","'-","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","ce70890d-c168-4cfd-9a33-f9954358daac",2025-02-05T11:31:18Z,2025-02-18T21:02:43Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Sled Push","Stand behind the sled with your hands gripping the handles, positioning your torso at a forward angle. Drive through the balls of your feet, pushing the sled forward in a continuous, sprint-like motion, ensuring each stride is forceful and explosive. Keep your core engaged and hips low, focusing on smooth, powerful leg drive. Avoid short, choppy steps - each push should be fluid and efficient, maintaining momentum without breaking stride.","40m (4x10m)","3","30% 1RM","90s","[""Max Power""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","ce966945-907b-4ddf-ba25-cc199faa2b88",2025-01-23T15:09:51Z,2025-02-05T07:10:05Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Seated Rows S.A","Perform a seated row using one arm at a time, keeping the torso upright. Pull the handle towards your chest, squeezing your shoulder blade, then return under control. Repeat before switching sides.","16 (8 each side)","3","50% 1RM","60s","[""Strength-Speed"",""Stability / Balance""]","[""Upper Back"",""Lats"",""Core""]","ceb5c0eb-e7e2-4fab-a6c9-681da1a1fcd6",2025-02-05T11:34:06Z,2025-02-19T00:45:14Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Toe Walks","Walk forward on your toes with your heels off the ground. Keep your core engaged and shoulders relaxed as you take small, controlled steps.","15m","1","'-","'-","[""Pre-Training""]","[""Calves"",""Tibialis Anterior"",""Foot Stabilisers""]","cf8ab076-c75b-474f-9bfd-069986e5f831",2025-01-16T09:15:31Z,2025-02-05T07:16:40Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_b641813de7e34900af3d828c5c2d301f/Quadruped%20Rockback%20with%20Reach#posterUri=c4f4b1_b641813de7e34900af3d828c5c2d301ff000.jpg&posterWidth=888&posterHeight=464",,"Quadruped Rock Back with Reach","Start in a quadruped (all-fours) position with your hands directly under your shoulders and knees under your hips. While keeping a neutral spine, slowly push your hips back toward your heels, allowing your arms to extend forward while maintaining contact with the ground. As you reach the bottom position, lift one arm and rotate your torso, reaching your hand toward the ceiling while keeping the other hand planted. Pause briefly before returning to the start position and alternating sides. Maintain control throughout, avoiding excessive spinal movement.","10 (5 each side)","1","'-","'-","[""Mobility"",""Pre-Training""]","[""Hip Mobility"",""Core"",""Thoracic Spine""]","cf95b90d-fd1d-4bdf-84df-df921c7d4099",2025-02-04T09:32:27Z,2025-03-21T19:56:49Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Wall Double Switch","Stand facing a wall with your hands pressed against it at shoulder height, leaning forward at an approximate 45-degree angle. Start with one knee lifted toward your chest and the other leg extended behind. Drive the rear leg forward while simultaneously bringing the opposite knee down, switching legs in one explosive motion while maintaining a rigid core and stable upper body. Quickly reset to the starting position and repeat the switch as fast as possible while maintaining proper mechanics. Focus on forceful knee drive, active foot placement under the hips and minimising ground contact time.","12 (6 each side)","3","'-","60s","[""Acceleration""]","[""Hip Flexors"",""Quadriceps"",""Core""]","cff63a89-33ec-4e75-a944-4dd9a1ef8b0e",2025-01-23T21:09:00Z,2025-03-13T18:01:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Rotational Squat to Press","Stand in a staggered fighting stance (one foot in front of the other and shoulder-width apart) with the front foot horizontal to the end of a landmine barbell. Drop backwards into a squat, then as you push upwards, rotate towards the landmine while pressing the barbell in the same direction at the same time. Ensure that you keep your shoulder and therefore body behind the load.","10 (5 each side)","5","'-",,"[""Max Power""]","[""Glutes"",""Quadriceps"",""Shoulders"",""Core""]","d0f980ce-6a39-4db0-b2fd-d3d2388fd3e8",2025-02-05T09:11:16Z,2025-02-05T11:14:03Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Criss-Cross Pogos Stationary","Stand on the balls of your feet, bouncing quickly in a criss-cross pattern, alternating your feet over and under each other with rapid foot contacts. Maintain minimal ground contact time.","20 (10 each side)","3","'-","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","d11f2ad0-b81f-4b26-9d3b-1ff4b0bf9914",2025-02-05T11:32:04Z,2025-10-13T16:05:17Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Sprint into Reactive C.O.D. 45°","Accelerate up to a high speed and then use random triggers, either called out by a teammate or from flashing lights on your phone, to change direction 45 degrees and continue moving. Slow down to a stop before resetting to repeat.","4 (2 each side)","2","'-","Full",,,"d1419275-aab2-4ca1-baeb-d6d991d55623",2025-06-03T11:53:18Z,2025-06-03T11:59:36Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Falling Sprint Start","Stand tall with your feet hip-width apart in an athletic stance. Begin leaning forward from your ankles, keeping your body straight and your core engaged. When you feel yourself about to lose balance, push off explosively into a sprint by driving your lead leg forward and swinging your arms naturally. Focus on a strong first step and maintaining a low forward body angle as you accelerate.","1x20m","6","'-","Full","[""Acceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves"",""Core""]","d15a498d-ba5c-4adc-93f8-a66acbd2c75e",2025-01-23T16:13:36Z,2025-02-05T05:36:21Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Overhead Plate Standing Hurdle Swipe","Hold a weight plate overhead with both hands, keeping your arms fully extended and core tight. Stand with your feet hip-width apart, then lift one knee towards hip height while smoothly swiping it over an imaginary hurdle in an outward arc. Keep your posture tall and your movement controlled, ensuring your hips remain stable and do not excessively shift. Lower the leg back to the starting position and repeat on the other side.","10 (5 each side)","3","'-","60s","[""Mobility""]","[""Shoulders"",""Core"",""Hip Mobility""]","d167e3c3-ca7b-4054-a417-d1fe2a0ad520",2025-01-23T19:39:45Z,2025-03-04T00:02:33Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Crossover Step to Balance","Start in an athletic stance, with your feet hip-width apart and knees slightly bent. Push off your outside foot, crossing one leg over the other into a lateral step, landing softly and under control. Upon landing, immediately balance on the outside foot, holding for a brief pause before resetting. Keep your core engaged and focus on stability, avoiding excessive swaying.","10 (5 each side)","3","'-","60s","[""Stability"",""Deceleration""]","[""Glutes"",""Quadriceps"",""Hip Stabilisers"",""Core""]","d1728f61-a3f6-42b6-a6f2-6bb81e9949ad",2025-01-23T16:25:35Z,2025-02-05T05:33:39Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Forward Fold to Squat","Stand with your feet hip-width apart, then bend at the hips to reach for your toes, keeping your legs straight to stretch your hamstrings. From this position, bend your knees and drop into a deep squat, ensuring your heels stay on the ground. Hold briefly, then extend your legs back to the forward fold position before repeating.",,,"'-","45s","[""Mobility""]","[""Hamstrings"",""Glutes"",""Quadriceps""]","d2280940-bdb8-48ed-af3b-d9449100d3e2",2025-01-23T20:55:53Z,2025-02-05T08:43:11Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Half-Kneeling Cable Hip Flexor Hold","Set up a cable machine at ankle height or attach a resistance band to a low anchor point. Assume a half-kneeling position with your front foot flat and your back knee on the ground, ensuring your hips are stacked over your back knee. Attach the cable or band to your front ankle and move forward slightly to create tension. From this position, drive your front knee toward your chest while keeping your torso upright and core engaged. Hold the knee at its highest position for two seconds, focusing on activating the hip flexors and maintaining balance. Slowly return to the starting position without losing control.","12 (6 each side)","3","12kg","45s","[""Hypertrophy/Isolation""]","[""Hip Flexors"",""Core""]","d23a973b-191e-43f6-9f3a-8ebd48c7eb9e",2025-01-29T07:38:26Z,2025-02-05T05:38:28Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Ball Drop Reaction Sprint","Stand approximately 5-10 metres away from your partner in an athletic stance, with your feet hip-width apart, knees slightly bent, and weight distributed on the balls of your feet. Keep your eyes focused on the partner holding the ball at waist height, ready to react. Your partner will randomly throw the ball towards the ground in any direction. As soon as you see the ball leave their hands, explode into a sprint, driving off your back foot and keeping your strides quick and powerful. Aim to reach the ball and catch it before it bounces for a second time - with neutral body weight at the time of the catch. Focus on maintaining proper sprint mechanics, with your arms driving naturally and your chest leaning slightly forward before stabilising into a neutral position at the time of the catch. Adjust the starting distance to push your speed to the edge of your ability.","5","4","'-","Full","[""Acceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves"",""Hip Flexors""]","d295efa6-28c7-45e4-9132-93582f88c418",2025-01-23T16:16:26Z,2025-02-05T05:19:18Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lying Leg Raises","Lie flat on your back, keeping your legs straight. Engage your core and hip flexors, then lift your legs towards 90 degrees, keeping them straight. Lower slowly under control, avoiding excessive arching of the lower back.","12","3","'-","45s","[""Prehab / Injury Prevention"",""Stability / Balance""]","[""Core"",""Hip Flexors""]","d366c282-c1a7-4daa-84b9-19bc975fa11a",2025-02-05T11:40:34Z,2025-04-04T21:18:22Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Deceleration into Lateral Push-Off","Start by moving at speed then slam the brakes on to decelerate as fast as possible. While retaining some of the force from the sprint, push off laterally with the aim of covering as much distance to the side as possible. Think pressing and gambling to one side.","4 (2 each side)","3","'-","Full",,,"d3a33e44-056d-44e1-8291-6df061682883",2025-06-03T11:53:18Z,2025-06-03T11:59:35Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Single Leg Balance","Stand on one leg, maintaining postural control. Keep your core engaged and avoid excessive swaying. Hold the position for the prescribed time before switching sides.","60s (30s each side)","2","'-","30s","[""Stability / Balance"",""Prehab / Injury Prevention""]","[""Glutes"",""Hip Stabilisers"",""Core""]","d4eec4da-cda8-40f8-b29d-4d0a53e4bf03",2025-02-05T11:42:12Z,2025-04-04T22:33:23Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Raised Hamstring Bridge Isometric ","Laying on the ground, place your feet onto a box or bench. From this position, push your feet into the box/bench, and raise your hips into a glute bridge. Ensure you maintain a neutral pelvis/spine through gentle squeeze of your core. Hold this position for prescribed time. ",,,"'-",,"[""Prehab""]","[""Glutes"",""Hamstrings""]","d5650e2f-d86b-46a7-b543-b4ee752c723b",2025-02-14T04:50:39Z,2025-03-15T12:13:57Z,"8f1da94c-f556-43e4-b8fb-b104ca03d006"
,,"Duck Walks","Start in a deep squat position with your hips below your knees and your chest upright. Begin walking forward by taking small steps, staying low and maintaining your squat. Keep your heels grounded and avoid rounding your lower back. For an added challenge, hold a light weight at your chest or extend your arms forward.",,,"'-","45s","[""Mobility""]","[""Quadriceps"",""Glutes"",""Hamstrings"",""Calves"",""Core""]","d56ef8c6-4af9-4e04-b688-96d6fb6d6b35",2025-01-23T20:59:23Z,2025-02-05T10:21:39Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Knee Dribbles","Stand tall with a slight forward lean, keeping your core engaged and ankles stiff. Rapidly lift and lower your knees just above shin height, maintaining quick, light foot contacts directly under your hips. Keep the movement fast and controlled, avoiding excessive vertical displacement.","20","2","'-","Full","[""Acceleration""]","[""Hip Flexors"",""Calves"",""Tibialis Anterior""]","d5b55fe2-5a1c-4376-b375-5f34a01baab1",2025-01-23T21:09:39Z,2025-02-15T21:35:18Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_d6253c6527b34945911f6c245951b3de/Cable%20Pallof%20Press,%20OH%20Reach#posterUri=c4f4b1_d6253c6527b34945911f6c245951b3def000.jpg&posterWidth=794&posterHeight=410",,"Cable Pallof Press + Overhead Reach","Attach a cable handle to a machine at chest height. Stand sideways to the machine with a shoulder-width stance, gripping the handle with both hands at your sternum. Brace your core and glutes, then press the handle straight forward, resisting rotational pull. Once fully extended, continue the movement upward until it is overhead, without arching your lower back. Hold for a second before slowly lowering the handle back along the same path, controlling every phase of the movement.","10 (5 each side)","3","10kg","75s",,,"d5dac311-802a-416f-a24b-715012c697c8",2025-03-13T21:04:56Z,2025-03-21T19:45:31Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
